source_id,phot_g_mean_mag,phot_rp_mean_mag,phot_bp_mean_mag,parallax,original_ext_source_id,j_m,ks_m
5.28321161552803E+018,15.50286,14.376156,16.839407,0.074966837062899,06212995-6658032,12.554,11.049
5.28322178601184E+018,15.6786785,14.673508,16.66459,-0.014252004868276,06134387-6718585,13.289,12.2
5.28322483972385E+018,16.006838,14.682864,18.043493,0.066230731817902,06144306-6718555,12.463,10.396
5.28322498146738E+018,15.105094,13.9193945,16.582249,-0.029907679786955,06150709-6717186,12.101,10.536
5.28322828000221E+018,15.23221,14.109022,16.523075,-0.003431141765923,06150149-6715075,12.283,10.891
5.28323178469531E+018,15.471296,14.2496395,17.157635,0.002972443110764,06155720-6706022,12.45,10.674
5.28323391499939E+018,15.2828045,14.095225,16.805473,0.019107329328954,06114783-6717204,12.337,11.137
5.2832381068874E+018,15.329608,14.037923,17.361765,0.027257799041099,06113839-6713057,12.084,10.872
5.28324089002594E+018,15.424511,14.246489,16.842428,-0.007883332324526,06135573-6703448,12.451,11.264
5.28324899892407E+018,15.297007,13.724381,16.835642,-0.083035413347776,06170531-6652273,11.521,10.302
5.28325288157589E+018,15.172448,13.890343,17.194733,-0.115993342454922,06193260-6702072,11.902,9.978
5.28325635190941E+018,15.11859,13.859716,16.879074,-0.03145239309792,06183480-6657322,11.963,10.672
5.28328792850125E+018,15.352042,14.155518,16.843922,-0.024236412089838,06254354-6747397,12.604,10.621
5.28328799722073E+018,15.337123,14.084589,17.121443,-0.056615628475451,06255169-6745529,12.115,10.307
5.28329528148529E+018,15.651705,14.434151,17.39129,-0.001930241037152,06265100-6740234,12.566,10.303
5.28329572816189E+018,15.198693,14.028367,16.660042,0.050973619625688,06271249-6737260,12.07,10.495
5.28330297806657E+018,15.558221,14.370303,17.03463,0.011128254848499,06235694-6743060,12.622,11.449
5.28331002181287E+018,15.054873,13.903221,16.450592,-0.022991666165435,06254175-6728186,12.285,10.693
5.28332551805477E+018,15.834644,14.73111,17.048235,-0.000986902611304,06300245-6724048,13.263,12.084
5.28337389656634E+018,14.956211,13.683985,16.614046,-0.01672706236036,06241369-6718279,11.896,10.634
5.28339715810866E+018,15.074315,13.848812,16.766449,-0.020919707809364,06300789-6656452,11.826,10.103
5.28340591984181E+018,15.184337,14.010948,16.589613,0.047726737842061,06323211-6646138,12.309,11.117
5.28346793916868E+018,14.881477,13.78074,16.10321,-0.034575505104021,06411990-6635528,11.994,10.643
5.2836414902096E+018,15.54757,14.432645,16.860315,-0.026586867737797,06251241-6633303,12.367,10.911
5.28365296636214E+018,15.248888,14.182231,16.382147,-0.035357949717664,06270345-6623251,12.604,11.451
5.28366403019786E+018,14.953238,13.812164,16.32446,-0.069259593240009,06253978-6622452,11.727,10.352
5.28367598738734E+018,14.871521,13.670113,16.472738,-0.127326237965369,06292581-6615042,12.025,10.786
5.28369536627965E+018,15.360285,14.174779,16.829924,0.06407006027765,06284359-6603033,12.409,11.214
5.28370116877349E+018,15.480888,14.313012,16.902678,0.046514455589772,06321520-6554504,12.535,11.344
5.28385180617447E+018,15.476947,14.163459,17.439985,0.029595120049505,06020428-6744295,12.204,10.927
5.28385266516785E+018,15.392396,14.272396,16.636425,0.058709390142914,06000915-6749558,12.764,11.611
5.28385706321446E+018,14.789033,13.614221,16.238316,-0.098640293012633,06025868-6744263,12.025,10.371
5.28385905177925E+018,15.165305,13.9384165,16.797323,0.012789812200565,06035162-6736350,12.099,10.345
5.28385915915825E+018,15.661918,14.653424,16.704988,0.033295507225988,06042282-6735143,13.2,12.132
5.28386390080222E+018,15.258145,14.079023,16.689184,0.022611957648305,06050546-6730065,12.314,11.114
5.28386599674634E+018,15.234629,14.146349,16.452776,0.027898873937704,06003112-6742574,12.391,10.959
5.28387317793129E+018,14.975209,13.804137,16.445227,-0.040909442345242,06025295-6727406,12.064,10.897
5.28387527387545E+018,15.515608,14.3341,16.972383,-0.023341304432096,06035030-6729299,12.297,10.662
5.2838755487537E+018,16.024984,14.677633,18.180176,0.01426054689548,06034185-6728303,12.462,10.273
5.28387633902734E+018,16.266731,14.755722,18.144169,0.047304773144323,06035845-6726472,13.523,10.81
5.28388482588417E+018,15.174189,13.997033,16.61947,-0.043515352865063,06055885-6728541,12.115,10.629
5.28388699054787E+018,15.393892,14.065911,17.41874,-0.003877707971778,06080120-6721262,12.033,10.815
5.28388757466342E+018,15.346512,14.141716,17.003334,-0.008325902269535,06080477-6720324,12.195,10.452
5.28388774646214E+018,15.185119,13.995148,16.660988,-0.128221155619766,06084047-6718144,12.236,11.054
5.28388795262064E+018,15.691661,14.617539,16.839895,-0.06219139429295,06061328-6725555,12.759,11.408
5.28389183527099E+018,15.223528,14.009577,16.876629,-0.069606498664368,06082426-6715204,12.012,10.381
5.28389320966059E+018,15.364148,14.2435875,16.60285,-0.054188375832004,06095337-6716283,12.37,10.972
5.28389705364515E+018,15.622605,14.5546,16.792894,-0.053683427271326,06090753-6713541,12.984,11.91
5.28389712667073E+018,15.251235,14.039323,16.814924,-0.094612332083846,06091040-6712438,12.175,10.368
5.28390008160776E+018,15.739627,14.747785,16.822187,0.043903303544992,06103773-6706094,13.426,12.289
5.28390021473878E+018,15.325089,14.177378,16.657103,-0.003615543139553,06101355-6706132,12.507,10.958
5.28390059700378E+018,15.784705,14.767278,16.901846,-0.103998744431844,06110409-6704000,13.305,12.175
5.2839034445565E+018,15.19522,14.01015,16.703714,0.07192765775881,06074710-6713593,11.97,10.446
5.28390396425863E+018,15.44934,14.384461,16.639221,-0.032358128059335,06083507-6711508,12.76,11.557
5.28390643815965E+018,15.613118,14.374471,17.305609,0.010773946312387,06070840-6710215,12.518,10.758
5.2839101490112E+018,15.190691,13.965564,16.8393,-0.100377827159599,06090015-6708330,12.011,10.303
4.6520500910473E+018,15.539304,14.248725,17.465904,-0.074141815188571,05100142-7036129,12.236,11.016
4.65205050336405E+018,15.786604,14.83807,16.714716,-0.036377047386832,05091316-7037523,13.507,12.476
4.65205053772374E+018,16.1042,14.913636,17.614428,-0.137369716447063,05084982-7037372,13.185,11.892
4.65205112183928E+018,15.465471,14.273488,16.91032,-0.023662100505225,05090852-7034108,12.634,10.865
4.65205149979825E+018,14.886848,13.670662,16.520815,-0.045335464331602,05115018-7040537,11.899,10.171
4.65205304165508E+018,15.762521,14.548968,17.320835,-0.07308184935708,05110662-7035104,12.693,11.464
4.65205369882146E+018,15.594196,14.331004,17.267113,-0.192641184456097,05120340-7035273,12.419,11.147
4.6520543516564E+018,15.804449,14.810847,16.745201,-0.001636133367883,05115196-7032065,13.426,12.394
4.65205462653428E+018,15.716495,14.499891,17.079302,-0.051927473037107,05113093-7033593,12.752,11.673
4.65205548119669E+018,15.191186,14.00779,16.561974,-0.063636366756495,05105710-7029344,12.249,11.12
5.28391080184611E+018,15.225236,13.928914,17.1975,-0.027426633831829,06095472-6704554,11.982,10.759
5.2839114890409E+018,15.881668,14.73988,17.412876,0.070245168760253,06092548-6705302,13.002,11.535
5.28391269163162E+018,15.392463,14.157233,17.074392,-0.071785893995135,06110623-6700485,12.318,10.513
5.28391410038082E+018,15.599756,14.277448,17.727957,-0.057019705151556,06111145-6656370,12.112,10.899
5.28391897946527E+018,15.347433,14.117626,17.067923,-0.087254986065381,06000469-6731139,12.249,10.385
5.28392131592771E+018,15.404196,14.063735,17.63129,-0.042115031768607,06015999-6723418,12.044,10.766
5.28392344192303E+018,15.222418,14.056723,16.591396,0.003117796618474,06002473-6725109,12.386,10.716
5.2839260575716E+018,15.492616,14.394719,16.711,-0.044099558724401,06021298-6717463,12.904,11.426
5.28392753504046E+018,15.497401,14.389929,16.714954,0.041994000130874,06031211-6720223,12.741,11.261
5.28393110845333E+018,15.364017,14.223621,16.672068,0.058065088913977,06043826-6710512,12.607,11.468
5.2839316925689E+018,15.213741,13.917497,17.140781,0.018363441456546,06053178-6707410,12.013,10.065
5.28393828963827E+018,15.37517,14.092258,17.22006,0.010800929166362,06010740-6713562,12.164,10.25
5.28394234408734E+018,15.509072,14.262447,17.241377,-0.037862093632494,06004973-6710113,12.419,10.667
5.48206489047036E+018,15.67857,14.631534,16.796007,-0.043736004361814,06054246-6109307,13.092,12.004
4.65188169398035E+018,15.732106,14.560393,17.16599,-0.032507159415622,05222016-7052232,12.814,11.653
4.65188172834007E+018,15.080022,13.925995,16.43516,-0.051127672615867,05221995-7051395,12.231,10.61
4.65188210629732E+018,15.794705,14.7735405,16.812082,-0.039358671529767,05234106-7052143,13.304,12.251
4.65188244989459E+018,15.569763,14.2551,17.517797,-0.061202511864156,05230468-7050291,12.231,11.02
4.65188251861413E+018,15.889393,14.623589,17.614199,-0.050716717310468,05233986-7050580,12.763,11.545
4.65188310272961E+018,15.717749,14.426586,17.5179,0.029113180418843,05225329-7050381,12.483,11.228
4.65188416788284E+018,14.996324,13.842405,16.369045,-0.057772016245885,05212330-7104193,12.143,10.573
4.65188564535136E+018,15.297336,14.115174,16.773058,-0.076787592539444,05200284-7059203,12.199,10.631
4.65188626382665E+018,15.628834,14.341157,17.4598,-0.029951460784756,05202548-7055270,12.515,11.277
4.65188698538131E+018,15.290891,14.114674,16.690283,-0.136866349202939,05213025-7055522,12.38,11.214
4.65188732897866E+018,15.5371,13.949558,17.420341,-0.139146021652933,05212484-7053464,11.904,10.657
4.65188750077732E+018,15.592239,14.574476,16.64366,-0.032533940986577,05205646-7056145,13.08,12.021
4.65188797747026E+018,15.541227,14.424597,16.788593,-0.066593929875357,05202118-7051524,12.834,11.652
4.65188884080695E+018,15.594029,14.435548,16.990812,-0.013070184409341,05193561-7057444,12.733,11.558
4.65188969545705E+018,15.946988,14.832581,17.167511,0.051350395560708,05191532-7056011,13.005,10.816
4.65189021085319E+018,16.230066,15.028112,17.690678,0.038474729749552,05191629-7053580,13.269,11.614
4.65189059315343E+018,15.909143,14.556577,17.621592,-0.098287468017462,05183580-7050428,12.618,10.649
4.65189279217719E+018,14.514809,13.28313,16.098324,-0.093729183850246,05185259-7044592,11.418,10.209
4.65189289091313E+018,15.912196,14.922194,16.881523,-0.092417577103306,05185596-7044231,13.513,12.502
4.65189310141623E+018,15.343685,14.09671,17.09701,-0.079528005578911,05214983-7051527,12.278,11.054
4.65189512864052E+018,15.55732,14.2746935,17.418947,-0.052090303397445,05204465-7044133,12.263,10.244
4.65189564403664E+018,15.50817,14.428584,16.685041,0.000380015632935,05212493-7044020,12.894,11.754
4.65189636559077E+018,15.306219,14.022394,17.206453,0.060886498328944,05210449-7044061,12.02,10.111
4.65189653738979E+018,15.590217,14.460162,16.837933,-0.046527399968033,05204848-7044082,12.802,11.263
4.65189684662712E+018,15.856162,14.7627945,17.058294,-0.085007213866412,05212538-7041597,13.15,12.017
4.65189739638332E+018,15.860855,14.646511,17.39104,-0.030895084139132,05201502-7047261,13.216,10.988
4.65189753382227E+018,15.712621,14.470799,17.34864,-0.099133268607067,05202701-7046354,12.507,10.797
4.65189777434035E+018,15.69229,14.680913,16.743122,-0.035845566047395,05195763-7045086,13.249,12.177
4.65189811363228E+018,15.654393,14.373157,17.552788,0.018628223552685,05201258-7042554,12.399,10.39
4.65189828973632E+018,15.578792,14.433847,16.878523,-0.000687854315789,05194543-7042037,12.865,11.669
4.65189914442968E+018,15.578436,14.468426,16.670525,0.015052663164801,05193617-7040373,13.003,11.804
4.65189914872943E+018,15.366969,14.251958,16.56159,-0.009142097673162,05194023-7040490,12.505,10.983
4.65189918308916E+018,15.944389,14.748744,17.402224,0.067465780438874,05193745-7040311,13.023,11.77
4.6518999046437E+018,15.494383,14.252574,16.936916,0.040138432922838,05195440-7040336,12.32,10.565
4.65190062619817E+018,15.888893,14.638657,17.491194,-0.012957805303017,05200374-7035217,12.899,10.789
4.65190141647212E+018,15.772919,14.64441,17.041487,-0.114565596097358,05194513-7035036,13.072,11.899
4.65190182879083E+018,15.459523,14.151727,17.487736,-0.100798025308988,05251066-7053385,12.107,10.876
4.6519026877842E+018,16.16144,14.693312,18.277252,-0.215928884751349,05245353-7048321,12.419,11.285
4.6519027908634E+018,15.682176,14.42477,17.274113,-0.045750410519186,05245100-7047114,12.547,11.278
4.65190296266204E+018,15.38899,14.293871,16.627485,-0.032425719779337,05241729-7049211,12.309,10.89
4.65190303138178E+018,15.318647,14.18625,16.540094,-0.025030431790258,05243341-7049027,12.465,11.093
4.65190344369839E+018,15.797312,14.536576,17.303179,0.016878391390618,05243527-7047096,12.97,11.785
4.65190402781405E+018,15.853871,14.603726,17.143497,-0.178052655157645,05251764-7047507,12.932,11.8
4.65190512732553E+018,15.454338,14.215674,17.210781,-0.054583930706123,05242980-7045029,12.285,10.503
4.65190529912421E+018,14.765367,13.212792,17.719704,-0.191724246862809,05243313-7042361,10.791,9.43
4.65190533348392E+018,15.969603,14.832111,17.21261,0.002215600903215,05241654-7043505,13.211,12.071
4.65190571144075E+018,15.728326,14.525972,17.183521,-0.026678031327437,05243848-7041244,12.703,11.069
4.65190619247735E+018,15.977688,14.992108,16.908197,-0.118682107608399,05234073-7047081,13.6,12.609
4.65190619247737E+018,14.880956,13.730458,16.291662,0.015751401045746,05234776-7047540,12.05,10.852
4.65190687532662E+018,15.817743,14.650519,17.116106,-0.052906357906769,05235798-7043546,13.058,11.889
4.65190715454996E+018,16.115696,15.152736,17.014591,-0.041227142003822,05233276-7041574,13.777,12.756
4.6519080135201E+018,16.798607,15.338762,18.046013,-0.400292979113956,05225914-7040550,13.275,10.988
4.65190907869506E+018,16.063227,14.94927,17.15594,0.052217254781456,05240418-7037448,13.358,12.179
4.65190925049394E+018,15.440849,14.219404,17.030407,-0.027120579488174,05232211-7037472,13.143,10.938
4.6519101438469E+018,15.380381,14.0915,17.183113,0.005259445658536,05232052-7036065,12.202,10.924
4.65191038436499E+018,15.695481,14.318936,17.789368,-0.040552827449241,05223930-7034009,12.207,10.929
4.65191099849924E+018,14.476101,13.385919,15.664929,-0.091965574469254,05251287-7038552,11.527,10.155
4.65191117464129E+018,15.777794,14.571304,17.139313,-0.052373416752581,05252976-7039199,12.782,11.636
4.65191210235396E+018,15.529454,14.311976,17.100014,-0.098392080716431,05243037-7036162,12.484,11.257
4.65191285826841E+018,15.392168,14.185213,16.971489,-0.112122889008003,05253210-7035303,12.408,11.197
4.65191368290229E+018,15.626189,14.473318,16.959383,0.033820015258438,05251460-7030573,12.788,11.614
4.65191560704713E+018,15.687167,14.44335,17.219633,-0.06174965105954,05240463-7033113,12.992,11.783
4.65191628993362E+018,15.373318,14.2359085,16.69065,0.002265243803955,05230680-7031071,12.708,11.19
4.65191639297463E+018,15.62134,14.366587,17.369816,-0.07623463134679,05224413-7032163,12.304,10.448
4.65191650040007E+018,15.831184,14.637067,17.074333,-0.027292906576061,05230141-7030317,12.962,11.789
4.65191708451555E+018,15.966452,14.782773,17.095282,0.012338044319378,05225407-7027531,13.203,12.048
4.6519172563145E+018,15.523898,14.310099,17.102217,0.023294144281875,05240218-7029402,12.248,10.61
4.6519175311923E+018,16.074852,14.940502,17.2876,0.037023392724744,05233775-7028136,13.324,12.125
4.65191804658839E+018,16.180796,14.840408,17.974316,-0.000974548843217,05234951-7026449,12.828,11.507
4.65191821838703E+018,15.803582,14.581704,17.242874,-0.025657291298357,05234578-7024288,12.863,11.669
4.65191821838704E+018,15.769731,14.512948,17.317734,0.021833664382887,05234770-7024272,12.693,11.472
4.65191842454548E+018,15.524393,14.172853,17.466375,0.036828014462818,05233916-7026477,12.172,10.946
4.65191887119917E+018,14.988457,13.820308,16.42972,0.032162653223035,05232698-7025358,12.085,10.911
4.65191897430125E+018,15.910191,14.555803,17.817698,-0.006905535141847,05234242-7023518,12.402,11.099
4.65192092845994E+018,15.613074,14.368561,17.135683,-0.015556695975156,05205183-7036176,12.529,11.259
4.65192117332653E+018,16.495983,15.390682,17.636442,0.065033678917387,05213427-7035046,13.824,12.629
4.65192120768625E+018,16.066877,14.999439,17.266108,-0.049626160568143,05212164-7034471,13.326,12.208
4.65192227283823E+018,15.046595,13.813591,16.67419,0.023110853120764,05223396-7031562,12.177,10.275
4.65192313183152E+018,15.82307,14.465219,17.630205,-0.001329124892574,05210259-7030330,12.437,11.209
4.65192402087526E+018,16.907305,15.627753,18.46218,-0.235417442676502,05201438-7035256,13.738,11.065
4.65192409390446E+018,15.48878,14.200737,17.301205,0.025155030561221,05200186-7034295,12.3,11.054
4.65192416262396E+018,14.329782,13.042498,16.133871,0.025756423288995,05202232-7034250,11.089,9.809
4.65192457494081E+018,16.245157,14.66513,17.55322,0.301958289770674,05202242-7033045,12.138,10.92
4.65192474239115E+018,15.538182,14.305731,17.014038,-0.000483725697124,05202338-7030344,12.587,11.337
4.65192491853815E+018,15.616984,14.357725,17.17173,0.051612472612953,05194276-7033378,12.546,11.307
4.65192519341603E+018,15.357012,14.153556,16.902534,-0.084910615424601,05192018-7032182,12.18,10.497
4.65192588061078E+018,15.660646,14.3832855,17.275917,0.018917590020331,05192495-7027521,12.553,11.327
4.65192608676899E+018,15.491058,14.260764,17.005344,-0.073227925103482,05205346-7029545,12.396,10.651
4.65192629292732E+018,15.549455,14.296233,17.116495,-0.058348652085483,05201425-7029309,12.528,11.282
4.65192687269512E+018,15.379681,14.291449,16.549177,0.041305955014185,05202128-7025390,12.301,11.027
4.65192711321319E+018,16.312092,14.964322,17.874315,-0.038312743300082,05195864-7028157,12.587,10.058
4.65192742679854E+018,15.621902,14.299329,17.503464,-0.023168016494196,05193631-7026167,12.422,11.181
4.65192770167649E+018,15.591292,14.280746,17.395191,-0.010594893465979,05200355-7024148,12.274,11.031
4.65192790783487E+018,15.121854,13.988284,16.346964,-0.058976842505745,05194681-7023359,12.108,10.634
4.65192900734883E+018,15.44018,14.184679,17.054008,-0.096677485856863,05222011-7026345,12.679,10.663
4.65192952274473E+018,15.730749,14.514391,17.12472,0.1059553534298,05213062-7027151,13.089,11.936
4.65192966018367E+018,15.633768,14.503623,16.84455,-0.050320995251035,05213323-7026144,12.825,11.695
4.65192990070183E+018,15.391293,14.074749,17.116901,-0.008215541390065,05213968-7024282,12.13,10.913
4.65193051917737E+018,16.19281,15.213711,17.103277,-0.145484100387433,05224806-7023438,13.985,12.901
4.65193051917738E+018,15.784402,14.465599,17.015293,0.011273451248509,05224931-7024165,12.473,10.713
4.65193110329285E+018,15.735999,14.4355755,17.40439,0.101794536310821,05224087-7021261,12.506,11.27
4.65193130945122E+018,15.693817,14.461818,17.360353,-0.039221590519757,05223050-7020461,12.396,10.658
4.65193168305865E+018,15.683985,14.397079,17.519547,-0.03149158280704,05214612-7020086,12.503,10.194
4.65193271820025E+018,15.68125,14.504832,17.072924,-0.045463031099264,05211025-7024062,12.904,11.675
4.65193374899213E+018,15.831134,14.51232,17.579477,-0.054747122943574,05201071-7022150,12.547,11.299
4.65193412694914E+018,15.57275,14.319948,17.101393,0.007828922185703,05195140-7020091,12.524,11.301
4.65193433310769E+018,15.998541,14.86285,17.17696,0.053140156001024,05202954-7019302,13.278,12.085
4.65193439753615E+018,16.375744,15.320537,17.347424,-0.033792124743546,05201767-7018127,13.835,12.7
4.65193598237508E+018,15.776169,14.541871,17.14498,0.042978108499514,05203162-7016286,12.83,11.608
4.65193611981395E+018,15.822097,14.757952,16.80908,-0.018772556368808,05200975-7016159,12.988,11.739
4.6519365664906E+018,15.639078,14.268552,17.789625,0.090095591464015,05204197-7012576,12.054,10.807
4.65193701313911E+018,15.746823,14.469207,17.63689,-0.062031866092193,05163129-7137084,12.215,10.328
4.65193965455691E+018,15.8646,14.605621,17.510517,0.020055344771431,05162849-7128207,12.863,11.64
4.65194268249578E+018,15.15911,13.959953,16.701014,0.008203692248199,05141010-7126351,12.08,10.534
4.65194302609318E+018,16.011045,15.05429,16.952276,0.030001235599056,05142907-7126362,13.707,12.661
4.65194350712948E+018,15.432533,14.319877,16.686033,-0.040589741459942,05135581-7122364,12.697,11.542
4.65194821441344E+018,15.416842,14.285992,16.696966,0.025043971204263,05165911-7119573,12.239,10.75
4.65194903904711E+018,15.805763,14.719371,16.984985,0.053376391723007,05163435-7118460,12.912,11.483
4.65194982932104E+018,12.483234,11.4253,13.689319,-0.015656611141545,05163295-7112466,9.852,8.688
4.65195092883261E+018,15.011514,13.783408,16.71932,-0.032790835266235,05153065-7115477,11.924,10.191
4.65195240630136E+018,15.5461,14.2814,17.596512,0.019755549046234,05153383-7115177,11.974,10.768
4.65195343709345E+018,14.952346,13.803154,16.36852,0.043972332714068,05150814-7113117,12.127,10.966
4.65195466972319E+018,15.703144,14.495652,17.2529,0.039389566701174,05133911-7125356,12.459,10.798
4.65195522380026E+018,15.949574,14.877989,17.084625,0.012097721618372,05134314-7122597,13.307,12.225
4.6519557391963E+018,15.6393795,14.470629,17.00698,0.09352350264645,05124336-7123290,12.349,10.788
4.65195639203132E+018,15.466245,14.206146,17.095825,0.079022206341959,05124663-7119287,12.328,11.106
4.65195656383E+018,16.260773,14.984187,17.790533,0.064493820711119,05121898-7118449,12.851,10.522
4.65195701050663E+018,15.563882,14.341695,17.155441,0.015869187618641,05132524-7119435,12.468,11.139
4.65195807565795E+018,15.555839,14.315826,17.114708,0.085513140611562,05125612-7115510,12.453,11.296
4.65196089315697E+018,15.393811,14.330008,16.53496,-0.126050641437102,05110093-7113371,12.812,11.528
4.65196130547329E+018,15.657773,14.556159,16.898005,-0.018237030001418,05122088-7113532,13.003,11.877
4.65196178650959E+018,15.490741,14.238162,17.228306,0.066862948957392,05121284-7111426,12.208,10.515
4.65196226754587E+018,15.078144,13.947383,16.4257,0.000616197868741,05112943-7112178,12.274,11.151
4.6519663563549E+018,15.891579,14.873035,16.91947,0.031555207784362,05135835-7105540,13.437,12.334
4.65196972360898E+018,15.934173,14.789634,17.292902,0.045373568773491,05111529-7102527,13.167,12.042
4.6519715790349E+018,15.96108,14.7713,17.42157,0.009194487931801,05121137-7059322,12.995,11.818
4.65197291907127E+018,15.504429,14.375065,16.813118,0.0564420582281,05173594-7110184,12.81,11.642
4.65205593220413E+018,16.189028,15.173232,17.112013,0.010778520329424,05101557-7033535,13,11.604
4.65205661939883E+018,15.959821,14.700913,17.654325,-0.100157929665287,05100730-7031308,12.788,11.582
4.65205689427665E+018,15.824586,14.692023,17.130917,0.029326304721751,05093138-7032402,13.09,11.877
4.65205713479477E+018,15.384155,14.112832,17.174528,-0.097179856816589,05091153-7032350,12.369,10.405
4.6520580968676E+018,15.240386,14.032335,16.7923,-0.009613219498359,05103158-7029124,12.215,10.492
4.65205847482478E+018,15.573864,14.4025545,16.953222,0.001154116890526,05105342-7028300,12.72,11.544
4.65205850918448E+018,14.43551,13.277552,15.821986,0.026588034100885,05104149-7028329,11.373,9.786
4.65205929945826E+018,15.847248,14.752297,17.148087,-0.063789506455101,05093879-7026512,12.573,10.826
4.65205947125691E+018,15.023846,13.680332,17.205927,-0.166766889797319,05092714-7024576,11.416,10.01
4.65205978049534E+018,15.462998,14.328677,16.741425,-0.07279489402922,05095794-7023127,12.783,11.631
4.65205978049534E+018,15.394174,14.086699,17.272703,0.037696911836601,05095350-7022562,12.019,10.799
4.65206002101353E+018,16.049063,14.911743,17.387863,-0.021269968045944,05093206-7022231,13.276,12.126
4.65206036027912E+018,14.690773,13.30506,16.894335,-0.114667666934627,05080733-7041077,10.997,9.718
4.65206050205113E+018,15.64185,14.407195,17.283815,-0.051618253147607,05081598-7040122,12.546,11.323
4.65206057077054E+018,15.406258,14.245138,16.782806,-0.063034299939528,05080205-7038576,12.584,11.427
4.65206235747698E+018,15.783498,14.617902,17.128073,-0.024140379889737,05083422-7036072,12.984,11.762
4.65206338826901E+018,15.900325,14.718593,17.3315,-0.076292496695183,05080294-7034255,12.788,11.207
4.65206417421052E+018,15.7004795,14.34917,17.687077,-0.008410990894261,05080450-7028405,12.406,10.185
4.65206459086007E+018,15.120578,13.956214,16.557753,0.007610748527464,05065097-7035308,12.214,10.56
4.6520649988447E+018,12.334488,11.296516,13.471073,-0.021706527518848,05063639-7032384,9.811,8.75
4.65206514061547E+018,15.538258,14.3725,16.920649,-0.085755773179448,05070413-7032468,12.494,10.973
4.65206524369469E+018,10.868961,9.810753,12.097512,0.039631672984059,05070565-7032439,8.123,7.044
4.65206541549327E+018,15.118829,13.962085,16.569187,-0.071214991244364,05063809-7031420,12.219,10.592
4.65206620576718E+018,15.742782,14.569374,17.078804,0.028918768938433,05062108-7030480,13.089,12.101
4.65206634320608E+018,15.411013,14.230736,16.706392,0.011213083684435,05061551-7029283,12.299,10.813
4.65206706476068E+018,15.647583,14.378844,17.250395,-0.016160370066684,05064559-7029015,12.551,11.345
4.65206720219963E+018,15.413912,14.199603,16.84979,0.023180089671712,05065330-7027437,12.446,11.235
4.65206799247348E+018,15.113252,13.991884,16.390507,0.004859689815338,05062480-7026116,12.404,11.048
4.65206806119292E+018,15.1144905,13.808551,17.000511,-0.068628797388768,05060682-7026563,11.655,10.322
4.65206833607094E+018,15.490624,14.344181,16.847912,-0.007037582274458,05064585-7026252,12.763,10.983
4.65206912634675E+018,15.990517,14.5817995,18.12022,-0.05809056458077,05085474-7028533,12.209,11.033
4.65206929814538E+018,15.907867,14.814011,17.072548,-0.024580264941949,05083537-7028371,13.25,12.165
4.65206950430386E+018,14.829612,13.65123,16.271101,-0.009611488766096,05085450-7028090,11.936,10.69
4.6520695043041E+018,15.707783,14.494451,17.238382,-0.115779638966406,05085154-7027325,12.677,11.388
4.65206964174282E+018,15.101425,13.920613,16.609026,-0.12421034012044,05090401-7026560,12.059,10.489
4.65207132536993E+018,16.014698,14.780781,17.55493,0.003405731069497,05090451-7023063,13.001,11.784
4.65207153152831E+018,16.280323,15.03367,17.820095,-0.099018095264778,05085154-7022151,12.695,10.802
4.65207187083629E+018,15.823538,14.758467,16.810244,-0.046687998329159,05091893-7020293,13.316,12.186
4.65207218002967E+018,15.373172,14.156791,16.989704,0.004381186497507,05082984-7023154,12.315,11.152
4.65207276847931E+018,15.985773,14.809219,17.198015,-0.126590155623372,05084342-7019521,13.4,11.22
4.65207362747208E+018,15.425942,14.161016,17.094,-0.060748053057612,05065815-7023206,12.218,11.034
4.65207627317245E+018,15.906589,14.748912,17.286896,0.050845669108286,05074440-7014479,13.084,11.554
4.6520763075322E+018,15.196596,14.109278,16.30358,-0.042177585981804,05073049-7016032,12.596,11.474
4.65207634189192E+018,15.927017,14.834047,17.090574,-0.044681329517749,05073600-7015125,13.277,12.12
4.65207705919752E+018,15.615529,14.3579,17.176971,-0.030471329144752,05063701-7014156,12.444,11.249
4.65207705919756E+018,15.746612,14.542936,17.089798,0.064993278273677,05063981-7014027,13.088,10.903
4.65207709780611E+018,15.341023,14.198909,16.759706,0.019876428918131,05064079-7013484,12.447,11.335
4.65207792244566E+018,15.723634,14.373402,17.876644,-0.02040854470659,05181727-7050385,11.886,9.858
4.65207826604268E+018,16.354206,15.328925,17.324064,-0.049779863772677,05183522-7050499,13.91,12.821
4.65207857528061E+018,15.552497,14.201873,17.59811,-0.007649726129484,05174878-7048323,12.286,11.067
4.65207878143904E+018,15.686326,14.597767,16.737415,-0.117058568171551,05173442-7051024,13.072,11.981
4.65207902195717E+018,14.268228,12.900871,16.373863,-0.09044898244382,05172965-7047449,10.723,9.479
4.65207998402992E+018,15.557183,14.249447,17.557219,0.080389035018502,05182050-7046410,12.312,11.071
4.65208039200479E+018,15.104478,13.837839,16.93634,-0.077542793035388,05180894-7044131,11.841,9.992
4.65208207563192E+018,15.718128,14.501138,17.276873,-0.010781848861156,05164870-7047426,12.652,11.515
4.65208214869328E+018,15.397765,14.077614,17.342474,-0.031841323893217,05164060-7047138,11.791,9.93
4.65208297332693E+018,16.376083,15.145549,17.82399,0.026841888324006,05161974-7042567,13.172,11.541
4.65208300768667E+018,15.900127,14.598869,17.775806,-0.102364395306979,05162220-7042356,12.461,11.267
