source_id,phot_g_mean_mag,phot_rp_mean_mag,phot_bp_mean_mag,parallax,original_ext_source_id,j_m,ks_m
4.65698133197515E+018,15.300205,14.1077,16.631435,-0.03137236291679,05513281-7028042,12.269,10.65
4.65698318308176E+018,15.778322,14.523681,17.458736,-0.08253862036838,05502899-7030439,12.417,10.707
4.65698387459578E+018,14.321108,13.082235,15.944017,0.008217783225388,05512347-7029192,11.136,9.918
4.65698404213497E+018,15.605295,14.306346,17.234386,-0.100006097315761,05504270-7029214,12.324,11.122
4.65698682953492E+018,15.351335,14.16856,16.708237,0.019355545149199,05485956-7037118,12.426,11.193
4.65698772288805E+018,15.618954,14.266537,17.614668,-0.024862106554516,05484761-7035078,12,9.999
4.65698820392451E+018,15.427272,14.251087,16.86111,-0.03453044486267,05493013-7035436,12.52,11.299
4.65699150245883E+018,15.357435,14.199273,16.683056,-0.031444016390417,05465071-7032177,12.485,10.887
4.65699208657443E+018,15.590729,14.327443,17.34008,-0.02792904941669,05471456-7030145,12.205,10.47
4.65699232709244E+018,14.308273,13.115722,15.826061,-0.042598278118868,05462870-7028233,11.242,9.965
4.65699259765E+018,14.619933,13.324298,16.38797,-0.043900728588345,05475266-7030372,11.243,9.975
4.65699263633037E+018,15.426407,14.196368,17.099514,-0.010325365961947,05475563-7029558,12.173,10.36
4.65699266636963E+018,15.726368,14.3485985,18.077362,-0.209692973290352,05480172-7029181,12.075,10.806
4.6569938732814E+018,15.791351,14.513834,17.586714,-0.077678580748143,05465055-7027484,12.302,10.47
4.65699404507938E+018,15.779526,14.60936,17.07191,0.024060789761021,05464999-7025229,12.933,11.727
4.65699421686162E+018,15.629084,14.360173,17.20748,-0.038926297346887,05465817-7025051,12.709,10.59
4.65699465925952E+018,16.327799,14.926794,17.888287,-0.021908656152919,05463475-7021186,12.576,11.445
4.65699517463074E+018,15.594283,14.425538,17.024405,-0.011716810251557,05490048-7027451,12.963,10.81
4.65699517895314E+018,15.93159,14.652981,17.351803,-0.004821146558072,05490790-7028199,12.55,11.525
4.6569956556882E+018,15.903742,14.476692,18.114237,0.060332080477444,05492046-7025526,12.009,10.769
4.65699590050738E+018,15.226142,14.017503,16.696154,-0.008049059625472,05483744-7026586,12.032,10.377
4.65699631282417E+018,14.428513,13.025817,16.722317,-0.111390659293642,05482300-7024474,10.57,9.265
4.65699716749587E+018,15.493458,14.242437,17.158117,-0.057779187932712,05492085-7024505,12.238,10.564
4.65699716749591E+018,15.249545,14.053682,16.808292,-0.067456605213937,05491512-7024149,12.186,10.585
4.65699720617752E+018,15.319913,14.085918,16.885605,0.039411148742842,05492011-7023289,12.185,10.486
4.65699724053722E+018,15.591155,14.283695,17.324532,-0.124855147130595,05490499-7023298,12.336,11.098
4.65699771725453E+018,15.661325,14.428454,17.293535,-0.027143277963303,05491654-7021179,12.241,10.573
4.65699772157358E+018,15.879803,14.5400505,17.95518,-0.097854628702356,05492249-7021450,12.004,10.061
4.6569990959629E+018,15.631746,14.3088875,17.466068,0.00830291782835,05475917-7025210,12.217,10.93
4.65699930212132E+018,15.145482,13.875802,16.887915,-0.004683184225067,05475870-7024150,11.889,10.639
4.65699964139722E+018,14.461897,12.982749,17.03668,-0.061092374310823,05480810-7023223,10.391,9.098
4.65699968007843E+018,15.082947,13.873516,16.613972,-0.107623391220652,05480093-7022259,11.879,10.264
4.6570001267549E+018,15.917927,14.566118,17.925928,0.096753780936923,05472993-7019301,12.36,11.021
4.65700108882741E+018,16.21294,15.105364,17.419195,0.037740726844061,05463912-7018043,13.509,12.348
4.65700122626636E+018,14.891264,13.470016,17.29935,0.090343944471795,05464302-7016591,11.624,10.046
4.66156855887985E+018,15.73772,14.707602,16.791956,-0.007206331252164,04544088-6746001,13.261,12.168
4.66156914732456E+018,13.897069,12.705137,15.4433975,-0.047914778864694,04563428-6751563,10.624,9.344
4.66156935348304E+018,15.919292,14.690703,17.510502,-0.077841872878447,04570727-6750471,12.575,10.982
4.66157148378677E+018,15.28141,14.110793,16.697277,-0.109643380438487,04570727-6746255,12.237,10.679
4.66157285817614E+018,15.371562,14.218718,16.86059,-0.077461682628357,04561280-6741365,12.665,10.751
4.66157540079678E+018,14.870387,13.6745205,16.317553,-0.117231471380883,04560660-6743117,11.93,10.699
4.66157581311362E+018,15.861877,14.706395,17.127975,-0.037027568855574,04560490-6741419,12.859,11.315
4.6615759462531E+018,15.366557,14.156929,16.86853,-0.084495994994019,04561044-6739591,12.374,11.167
4.66157890116238E+018,15.5623,14.322853,17.386732,-0.174072777419578,04514219-6813038,12.476,11.293
4.66157893983775E+018,15.788196,14.617953,17.17943,-0.033367152950989,04514648-6812270,12.873,11.695
4.66158045166594E+018,14.035561,12.846615,15.488247,-0.025515277891779,04531173-6806119,11.061,9.875
4.66158247457531E+018,16.472887,15.194212,18.10886,-0.077297508462983,04513380-6808594,13.211,11.769
4.6615849527914E+018,15.373312,14.107553,17.171497,-0.049478365414602,04513146-6801563,12.108,10.269
4.66158660205905E+018,16.355518,15.084317,18.052935,-0.006737635914728,04525402-6804049,12.774,10.962
4.66158770157056E+018,14.576475,13.32174,16.267666,-0.034485096352781,04521410-6801296,11.417,10.195
4.66158852620442E+018,15.4966135,14.264574,17.128168,-0.098113173340581,04532793-6800154,12.394,11.199
4.66159220269606E+018,15.252197,14.096942,16.549992,-0.0722707539188,04511996-6754139,12.356,10.971
4.66159261501293E+018,15.712378,14.423725,17.64756,-0.121860123606487,04513007-6753349,12.417,11.158
4.6615946422375E+018,16.02984,14.716091,17.209345,-0.041485183021514,04520189-6748455,12.878,11.785
4.66159948696188E+018,15.49508,14.222603,17.176579,-0.125953797723399,04490792-6800163,12.395,11.247
4.66159952132082E+018,15.52881,14.303562,17.107323,-0.146145779845019,04490229-6800392,12.397,11.201
4.66160233881934E+018,15.310783,14.117053,17.01263,-0.155224666018832,04493776-6751076,12.115,10.391
4.66160316345303E+018,15.549916,14.28656,17.39961,-0.03484371883857,04483690-6749233,12.183,10.434
4.66160391936678E+018,16.070026,14.9724455,17.31356,-0.018800348572526,04504317-6754434,13.426,12.255
4.66160412552517E+018,15.4686365,14.241708,17.003736,-0.034123114080413,04503525-6753237,12.309,10.609
4.66160436604332E+018,15.435674,14.159436,17.113388,-0.01712601091074,04503918-6751274,12.389,11.185
4.66160436604394E+018,15.700457,14.381139,17.704185,-0.062706519889609,04503184-6751055,12.33,10.255
4.66160553427438E+018,15.407256,14.222273,16.883953,-0.052471920646729,04503434-6748587,12.468,11.258
4.66160622146921E+018,15.051304,13.744284,16.971874,-0.069260069958348,04511653-6747261,11.779,10.535
4.66160683994446E+018,15.907898,14.876503,16.978823,0.018274336682445,04512004-6744087,13.425,12.33
4.66160800385913E+018,15.719622,14.332708,17.927301,0.064193724057194,04503510-6742047,12.096,10.867
4.6616080768949E+018,15.671485,14.456892,17.125547,0.056679222746464,04502528-6741335,12.657,11.441
4.66160862665066E+018,16.171291,14.908838,17.829958,-0.06257257153978,04492134-6746508,12.73,10.96
4.66160934820514E+018,11.346706,10.346568,12.382971,0.035971408673635,04490536-6747133,8.872,7.802
4.66161130671021E+018,15.863188,14.635743,17.4573,-0.066068820765846,04495016-6739211,12.56,10.824
4.66161199390492E+018,15.349056,14.185318,16.699734,-0.03197730431591,04491678-6737476,12.524,11.317
4.66042586139474E+018,15.474296,14.207432,17.303312,-0.150563773596943,05255683-6632469,12.216,10.972
4.66042586139474E+018,14.28687,12.81655,17.12605,-0.08622819620159,05255857-6632394,10.709,9.349
4.66042603319342E+018,15.5281,14.236065,17.428476,-0.177063334772394,05254444-6632128,12.193,10.984
4.66042960660626E+018,15.725458,14.5512,17.16998,-0.107645742030739,05243992-6630287,12.639,11.18
4.66043565392082E+018,15.882195,14.677872,17.53148,-0.107096746829247,05223118-6630352,12.732,11.466
4.66044568696511E+018,15.36392,14.208283,16.717463,-0.08813032755782,05234286-6615345,12.324,10.823
4.66044678647683E+018,15.918239,14.637211,17.006617,-0.050478159357026,05225839-6612292,12.747,11.612
4.66044743931166E+018,15.307557,14.035552,17.144497,-0.038978977961473,05215139-6619305,12.209,10.293
4.65479739262582E+018,15.639623,14.544796,16.846214,-0.033296228527926,04492302-7058363,12.941,11.846
4.65479883573483E+018,15.420856,14.161751,17.216042,0.046602065297305,04501358-7053248,12.281,10.994
4.65480041628272E+018,15.423737,14.286785,16.754456,0.019602590765344,04480422-7057160,12.333,10.868
4.65480285582415E+018,15.463904,14.235211,17.127909,-0.069596782855035,04491245-7050013,12.343,10.539
4.65480447073183E+018,16.204235,15.134672,17.324121,-0.050216862009946,04463678-7104518,13.636,12.495
4.65480818158346E+018,15.827775,14.64646,17.394917,-0.078829161741318,04455946-7053278,12.746,11.108
4.65480989957029E+018,16.493956,15.2031145,18.208433,0.009726709812112,04444919-7052570,12.987,11.102
4.65481539712845E+018,15.44485,14.234387,17.042494,0.02838461785616,04461404-7044439,12.211,10.543
4.65481728691409E+018,15.948488,14.777036,17.379938,0.056501760946181,04471685-7040317,13.006,11.843
4.65481910367303E+018,12.03654,10.508656,14.48526,0.137918569590977,04443612-7043022,8.047,6.775
4.65481941721774E+018,15.279944,13.888723,17.598064,0.002012048688659,04451904-7041240,11.578,10.322
4.65481979517483E+018,15.645903,14.357839,17.353712,-0.006076314677972,04445255-7038583,12.422,11.235
4.65482134136305E+018,15.834408,14.657981,17.313036,0.053648428742216,04450417-7037047,12.795,11.289
4.65482261267495E+018,15.474646,14.239265,17.232445,-0.236777909759504,04422787-7113079,12.442,11.19
4.65482268139442E+018,15.412596,14.231654,16.85158,-0.1107478240374,04421561-7111594,12.426,11.219
4.65482381095812E+018,15.492069,14.29606,17.025082,-0.032960256662925,04413620-7108487,12.428,11.228
4.6548239527049E+018,15.546497,14.2543545,17.262102,-0.061216015759193,04414676-7107521,12.368,11.097
4.65482721688003E+018,15.987143,14.603837,18.41692,-0.004754163544822,04410479-7105349,12.413,11.136
4.65482759483699E+018,15.557954,14.235888,17.535124,0.007041561320318,04401340-7106355,12.167,10.123
4.65482776663568E+018,15.973769,14.771436,17.534578,0.024224394824377,04400778-7105081,12.977,11.093
4.65482979386039E+018,15.579427,14.325008,17.336954,-0.04179040861927,04404268-7101569,12.209,10.476
4.65482996565907E+018,15.772198,14.48975,17.656221,-0.030690259114919,04403814-7100023,12.428,10.542
4.65483030925645E+018,15.774272,14.472739,17.649233,-0.064706463962205,04404964-7059339,13.12,10.473
4.65483226776136E+018,15.903324,14.669086,17.51351,-0.038766235037612,04420498-7100015,12.799,11.538
4.65483316111457E+018,15.690354,14.502827,17.106155,-0.093220534158922,04431501-7058002,12.687,11.491
4.6548379714778E+018,15.606535,14.407507,17.145452,-0.019611644321634,04413574-7049306,12.653,10.856
4.65483804019728E+018,15.739496,14.455134,17.617067,-0.114685470305167,04422014-7050464,12.431,10.477
4.65483858564749E+018,15.747294,14.295551,17.707254,-0.057065414243616,04412645-7050200,12.482,11.285
4.65484133873245E+018,15.451409,14.294943,16.835762,0.050236943376055,04391072-7058535,12.47,10.889
4.65484422495045E+018,16.382818,15.2458315,17.705374,-0.019019681521273,04381910-7056471,13.547,12.363
4.6548459085776E+018,16.055939,15.02828,17.123627,-0.068706123972764,04374469-7051336,13.521,12.425
4.65485113125758E+018,16.20083,15.007655,17.710335,0.021907003808007,04401357-7044151,13.14,11.44
4.65485367387828E+018,15.94992,14.7627325,17.452438,-0.100561262549147,04385402-7044361,12.951,11.718
4.65485607905988E+018,15.658991,14.470346,17.12838,-0.003009758795733,04391476-7036319,12.696,11.478
4.65485652573647E+018,15.863384,14.368636,17.947567,-0.100902233289998,04381065-7036439,12.262,11.025
4.65485838116347E+018,16.041443,14.804852,17.761072,-0.026294552290502,04430928-7050122,12.913,11.665
4.65485847993597E+018,15.769215,14.485534,17.22968,0.002108430648775,04431264-7049459,12.579,10.972
4.65486185149709E+018,15.6938305,14.529507,17.19329,-0.021278353860648,04421912-7045539,12.815,11.602
4.65700236013786E+018,15.504137,14.285197,17.06807,0.015781398852795,05473931-7013511,12.485,11.293
4.65700370017714E+018,15.344792,14.133649,16.818838,-0.077672657698966,05451170-7135542,12.316,11.133
4.65700380325635E+018,15.98239,14.991256,16.9179,-0.020139936561593,05450322-7135412,13.592,12.56
4.65700387197582E+018,15.887391,14.830568,17.030058,0.011451788586941,05445471-7135130,13.239,12.139
4.65700390633556E+018,14.528782,13.364326,15.912802,0.015112063749012,05450024-7134574,11.509,9.932
4.65700407813425E+018,15.351122,14.059842,17.228415,0.061975089259751,05452720-7134251,12.114,10.9
4.65700459353052E+018,15.838082,14.745785,17.01523,-0.101753402674688,05444063-7135204,13.188,12.065
4.65700551695447E+018,15.340126,14.039789,17.295591,-0.075725770417149,05435862-7129406,12.051,10.808
4.65700713181035E+018,15.423329,14.148946,17.102148,0.05826414013255,05440839-7128056,12.17,10.284
4.65700740684977E+018,16.109705,14.854263,17.707155,0.03283704728857,05442843-7126274,13.186,11.327
4.65700816694324E+018,15.620529,14.50393,16.927769,-0.0591844781947,05432618-7131382,12.856,11.69
4.65700985057047E+018,15.923544,14.883593,16.979721,-0.022886915939207,05423625-7125221,13.402,12.289
4.65701012116019E+018,15.628536,14.331813,17.342936,-0.038082650823485,05434765-7126036,12.19,10.384
4.65701015980766E+018,17.078924,15.678402,19.255182,0.045195858512196,05434040-7126262,13.671,10.566
4.65701088136212E+018,15.941093,14.830997,17.19141,0.035168039337136,05433783-7121178,13.221,12.097
4.65701101880101E+018,15.723239,14.4074135,17.556211,-0.059196975887304,05431224-7121115,12.469,11.214
4.65701104898322E+018,15.763667,14.467042,17.530375,0.039490355520363,05433148-7121484,12.583,11.369
4.65701108752051E+018,15.681279,14.318063,17.678204,-0.059758392297521,05432588-7120196,12.033,10.185
4.65701136239839E+018,15.643361,14.345067,17.06012,-0.169704400112827,05430584-7122056,12.571,11.393
4.65701143111783E+018,15.623395,14.323369,17.499367,-0.054292173849939,05425285-7122010,12.291,10.258
4.6570117403555E+018,16.009987,14.207059,18.32865,-0.237466055330115,05430452-7121202,11.792,10.577
4.65701307608506E+018,15.904043,14.665973,17.484896,-0.047182522025339,05453210-7121204,12.764,11.524
4.65701325218566E+018,15.424654,14.182406,17.016382,0.059669699043472,05451468-7121330,12.268,11.065
4.65701359578317E+018,15.821111,14.459464,17.991568,-0.063484005401762,05443348-7122225,11.977,9.947
4.65701414553875E+018,15.415855,14.175836,17.029041,-0.01070346339915,05443411-7119112,12.426,10.666
4.65701589788538E+018,15.485612,14.237332,17.128595,-0.027831204986512,05442886-7116458,12.306,11.083
4.65701644764115E+018,15.546624,14.265547,17.362082,-0.016749134339476,05442584-7113542,12.157,10.343
4.65701747843325E+018,15.733673,14.4023075,17.698008,-0.095149927809688,05435296-7116234,12.235,11.009
4.65701902462149E+018,15.327645,14.074864,17.082289,-0.065791229342668,05440804-7114331,12.228,10.434
4.65701960873701E+018,16.127674,15.034146,17.287914,-0.110063212294006,05441036-7111018,13.514,12.379
4.65701971181616E+018,15.845988,14.608848,17.42764,0.014591307324565,05434314-7111432,12.617,10.674
4.65702008977315E+018,16.700504,15.118862,19.098097,0.014581084436554,05425634-7111323,12.076,10.831
4.65702029593155E+018,15.832253,14.475924,18.037697,-0.047874008837163,05424747-7111235,12.337,11.035
4.65702077696789E+018,15.985582,14.815429,17.199944,0.020244705483329,05430744-7107322,13.158,11.947
4.65702118495638E+018,15.237894,14.018218,16.782778,-0.034481206339799,05414680-7125090,12.093,10.43
4.65702191084126E+018,15.421531,14.228051,16.588291,0.003808234461395,05413885-7122390,12.204,10.897
4.65702569041224E+018,15.814898,14.608938,17.249294,0.071537999313558,05401397-7119155,12.829,11.655
4.65702678992377E+018,15.193429,13.971237,16.757551,-0.026489458897411,05392734-7117037,11.812,10.195
4.65702819867281E+018,15.873103,14.518039,17.91476,-0.065791908917609,05395196-7111574,12.24,10.859
4.66045681952093E+018,15.122793,14.070322,16.196184,-0.035328271489344,05182564-6637190,12.874,11.62
4.66046111448866E+018,14.852158,13.689192,16.302937,0.041375171878494,05200972-6632143,12.026,10.345
4.66046434430425E+018,15.937432,14.848868,17.228502,-0.032615305195319,05194912-6624194,13.156,11.946
4.66046839875344E+018,15.805667,14.5213175,17.78388,0.040263882202463,05180702-6620536,12.508,11.162
4.66047650765231E+018,14.612339,13.382438,16.305227,-0.019133283206486,05162271-6621108,11.345,9.637
4.66047856923697E+018,15.157532,13.935067,16.843332,-0.000491424056674,05173701-6621496,12.227,11.011
4.66047953130967E+018,15.422506,14.221866,17.001387,0.024252791347421,05163837-6618564,12.252,10.555
4.66048657505629E+018,15.723316,14.619298,16.958097,-0.059438154727291,05154028-6605509,13.085,11.936
4.66048667813551E+018,13.569803,12.171753,15.458941,-0.0808702850663,05154084-6604577,10.692,9.333
4.66048949563437E+018,15.427032,14.168691,17.20121,-0.020056349497618,05204765-6617493,12.346,10.476
4.66049065952989E+018,13.070335,11.985217,15.84701,0.099435650038734,05195695-6613514,10.082,9.174
4.66049674553962E+018,15.803544,14.753361,16.906683,-0.050219641890135,05200769-6610421,13.298,12.147
4.66050059383041E+018,14.532609,13.374621,15.943071,-0.009655784795613,05193752-6604558,11.502,9.97
4.66050368620698E+018,15.280234,14.259029,16.33773,-0.044182733844982,05185882-6557278,12.899,11.819
4.66050368620699E+018,15.422159,14.266655,16.790085,-0.025824548312982,05185053-6557127,12.739,11.072
4.66050794681491E+018,15.159896,14.074082,16.36641,-0.046871279729467,05172204-6604051,12.518,11.081
4.66161453652855E+018,15.607783,14.303146,17.43378,0.0560013158606,04532226-6747022,12.41,11.161
4.66161814430096E+018,15.430247,14.239017,16.959507,-0.033448337123184,04520994-6746594,12.43,11.337
4.66161886585543E+018,16.11772,15.0668745,17.233456,-0.008442362889403,04521953-6741501,13.57,12.525
4.66162270982766E+018,15.832677,14.857901,16.816248,-0.037425673731982,04540348-6739367,13.477,12.444
4.66162274850685E+018,14.502484,13.290804,16.104376,-0.04364990207038,04534346-6739098,11.647,9.802
4.66162274850686E+018,15.550202,14.24246,17.525284,-0.050573790284271,04534545-6739300,12.082,10.166
4.66162439777433E+018,14.6740465,13.386216,16.50423,-0.085789692554837,04544492-6733515,11.286,9.962
4.66162621454912E+018,15.350216,14.090068,17.005123,-0.162985767406971,04525457-6736172,12.245,11.071
4.66162848658301E+018,16.015463,14.79381,17.663998,-0.040389553020021,04532447-6729562,12.756,10.956
4.66162903633883E+018,15.7117,14.468365,17.354664,-0.095380181281588,04532894-6726598,12.398,10.51
4.66163010149064E+018,15.5174465,14.231154,17.206875,-0.180047238457319,04524797-6724409,12.274,11.068
4.66163120100324E+018,15.886779,14.442846,18.61776,-0.017730300995941,04512717-6738290,12.064,10.776
4.6616312697227E+018,15.426919,14.193945,17.046167,-0.055331226532955,04512070-6738115,12.6,10.739
4.66163151024085E+018,14.616852,13.276312,16.62235,0.043669422169474,04505637-6739236,11.162,9.903
4.66163302206938E+018,15.980046,14.895726,17.10304,-0.088682703228757,04515648-6734419,13.433,12.306
4.66163662984165E+018,15.522619,14.336105,16.982904,0.002829717430837,04492183-6730362,12.582,11.048
4.66163687035996E+018,15.615312,14.331396,17.46202,-0.146111360985286,04503985-6732422,12.148,10.307
4.6616398940176E+018,15.092471,13.929131,16.496727,-0.107751036726917,04515708-6728025,11.872,10.326
4.66164154328496E+018,15.7281275,14.69606,16.762999,-0.01087302848758,04520011-6725171,13.302,12.176
4.66164188256711E+018,17.054487,15.544428,19.024626,-0.143059458654497,04522005-6722402,12.266,9.809
4.66164497925865E+018,15.727803,14.538095,17.094168,-0.01643268565748,04500378-6721012,12.926,11.718
4.66164789983227E+018,15.083411,13.864363,16.584969,0.07408364168731,04594309-6754423,12.146,10.881
4.66164796423304E+018,15.663507,14.358713,17.490292,0.058604718838276,05000181-6753453,12.347,10.313
4.66164831214906E+018,15.806808,14.656346,17.111841,-0.089750457728584,04592891-6751465,13.017,11.821
4.66164865574646E+018,14.820752,13.640346,16.235594,-0.1479257185833,04594198-6751138,11.902,10.335
4.66165064861127E+018,15.297744,14.01789,16.917463,-0.056250732170204,05000562-6745449,12.005,10.313
4.66165119836699E+018,15.732711,14.642959,16.839705,-0.024493573277273,04592194-6746281,13.166,12.014
4.66165594001059E+018,15.670527,14.406162,17.401178,-0.108385450807381,04580591-6738579,12.117,10.51
4.66165628360867E+018,15.569624,14.383755,17.039694,0.00783133990091,04582125-6736189,12.59,11.047
4.65702895458703E+018,15.83654,14.588846,17.460732,-0.01470832870474,05393883-7111143,12.511,10.471
4.65703029461902E+018,15.696208,14.384369,17.603195,-0.110453632815275,05414707-7112487,12.301,10.149
4.65703084437482E+018,16.02719,14.831173,17.48015,-0.058119646915991,05415477-7110280,12.955,11.214
4.65703125669153E+018,16.565151,15.322629,18.013584,-0.089516154368707,05405754-7111255,13.322,11.928
4.65703156592926E+018,15.658204,14.310352,17.429129,-0.080130554652303,05413222-7110081,12.289,10.49
4.65703187516676E+018,15.341554,14.158375,16.783195,-0.012901211215747,05405104-7108057,12.351,10.649
4.65703194388629E+018,15.732327,14.484367,17.449495,-0.063807888736738,05411024-7107490,12.429,10.685
4.6570320126057E+018,16.41977,15.181308,17.842607,-0.123785516936889,05405261-7107118,13.379,12.139
4.65703228748385E+018,15.870215,14.643085,17.336437,-0.04708898358014,05421003-7108037,12.247,10.63
4.65703283723965E+018,15.522471,14.312127,16.950542,-0.104015920193135,05421461-7106021,12.499,11.285
4.6570332839161E+018,15.892648,14.671129,17.41753,-0.064510828379177,05412094-7106052,12.826,11.498
4.65703403983026E+018,15.267533,14.085185,16.689497,0.00503698935853,05410979-7102483,12.344,10.586
4.65703496754314E+018,15.837842,14.58644,17.402527,-0.069608300784423,05403797-7106082,12.673,11.003
4.65703565473768E+018,15.4565325,14.186051,17.222178,-0.151624424397188,05392688-7106177,12.216,10.975
4.65703671988972E+018,15.6236515,14.407141,17.120308,-0.116751808838539,05403251-7102040,12.594,11.362
4.65703709356182E+018,15.846402,14.677971,17.23227,-0.031744778317508,05403596-7101531,12.799,11.208
4.65703736839543E+018,15.411539,14.150432,17.117352,-0.090345769059931,05400144-7059372,12.209,10.965
4.65703754452327E+018,15.825135,14.469244,17.895044,-0.091254188504398,05400374-7057199,12.332,11.044
4.65703775068169E+018,15.797311,14.47909,17.61236,-0.174146027820967,05395017-7059257,12.537,11.253
4.65703823171797E+018,15.914319,14.601834,17.734026,-0.180616292577919,05393927-7057245,12.58,11.292
4.65703857531529E+018,16.138727,14.946041,17.391283,0.007896770728565,05392732-7055250,13.472,11.083
4.65703943427011E+018,15.888099,14.5748415,17.720495,0.080888900617331,05454290-7111131,12.508,11.264
4.65704046075812E+018,15.799657,14.36025,18.18573,-0.059236232219828,05450111-7109237,11.976,10.681
4.65704101485904E+018,15.849424,14.643775,17.322994,0.087827183350752,05454605-7108329,13.085,11.142
4.65704211437051E+018,15.581631,14.350563,17.191816,0.009093075651291,05450229-7106359,12.481,10.728
4.65704242360803E+018,14.048125,12.793477,15.753333,-0.060661761094105,05443427-7104062,10.762,9.514
4.65704262543575E+018,15.807125,14.535415,17.46407,-0.053005087808684,05445648-7103508,12.549,11.294
4.65704372927801E+018,15.650281,14.377249,17.41102,0.076554377938863,05440090-7106204,12.32,10.566
4.65704383235722E+018,15.633242,14.297743,17.746561,-0.09994919028721,05440207-7105336,12.132,10.926
4.65704393543635E+018,15.418663,14.132813,16.907452,0.01538184077015,05434106-7105110,12.268,10.996
4.65704476007E+018,15.370874,14.14581,16.982265,-0.024066956927968,05432285-7104099,12.133,10.444
4.65704489750955E+018,15.315136,14.125997,16.768618,-0.018484507369432,05432239-7102318,12.093,10.588
4.65704500058805E+018,14.496314,13.274101,16.041063,-0.023595298955732,05424793-7103303,11.259,9.498
4.65704503065513E+018,15.389229,14.155171,16.981695,-0.071022858258482,05425649-7102466,12.198,10.525
4.65704503494777E+018,15.307945,14.1511965,16.64674,-0.031832015523582,05424881-7102224,12.359,10.802
4.65704579086214E+018,14.964231,13.699211,16.709236,-0.128785029958653,05433728-7100403,11.691,10.411
4.65704599272764E+018,15.881686,14.596072,17.53932,-0.003618168472088,05441532-7059476,12.642,11.312
4.65704637497768E+018,15.817677,14.515195,17.714792,0.049369417973943,05432423-7102224,12.281,10.46
4.65704689037358E+018,16.042896,14.66209,18.027096,-0.093550905681193,05424223-7057421,12.431,11.04
4.65704709653211E+018,15.70918,14.158602,18.259796,-0.212657202410523,05432508-7057051,11.414,10.071
4.65704737140993E+018,15.208073,13.915595,17.029692,-0.014682658645484,05425556-7055303,11.882,10.543
4.65704771500975E+018,14.996186,13.794585,16.522764,-0.068041258019161,05454985-7102349,12.091,10.474
4.65704819604609E+018,15.376825,14.198798,16.812017,-0.086732427282613,05455858-7059524,12.332,10.77
4.65486525311118E+018,15.653443,14.416117,17.377085,-0.012669374449935,04414831-7037317,12.483,10.688
4.65486573414734E+018,15.558573,14.276582,17.427547,0.066149044622894,04421888-7034230,12.304,10.994
4.65486707417724E+018,16.603403,15.280684,18.458,-0.077946478274513,04441767-7036023,13.214,11.182
4.65486865472521E+018,15.793793,14.7498255,16.900036,-0.004283402902241,04443652-7034238,13.247,12.12
4.65486913576153E+018,15.042227,13.89007,16.392345,-0.005386444444646,04443569-7032238,11.918,10.458
4.65487236557682E+018,15.945155,14.567061,18.16348,0.037661531318554,04422405-7029542,12.314,11.072
4.65487343072874E+018,15.805198,14.566559,17.57153,-0.014117640227905,04433684-7025288,12.595,10.882
4.6548737743261E+018,15.591652,14.345339,17.298586,0.016688225783827,04425537-7028161,12.432,10.736
4.65487848161017E+018,15.995512,14.76953,17.473047,0.014273930982531,04401593-7032238,12.982,11.765
4.65488442584494E+018,15.771497,14.430548,17.785275,-0.140730099543575,04415736-7025345,12.315,11.039
4.65488535355784E+018,15.640442,14.384185,17.35241,0.042028414734726,04411449-7025166,12.494,11.265
4.65488906010744E+018,15.6411915,14.398211,17.413113,-0.1166079024378,04401317-7019449,12.473,10.689
4.65489184754827E+018,15.780919,14.707192,16.963873,-0.034488335089131,04395404-7013129,13.21,12.086
4.65489239730409E+018,15.370415,14.1939125,16.744638,-0.007115390723762,04400690-7010381,12.296,10.769
4.65489338942524E+018,17.226461,15.928245,18.967403,-0.084743658322578,04503561-7048017,13.221,10.839
4.65489428277849E+018,15.668453,14.466987,17.156828,-0.015178881144099,04500755-7046226,12.724,11.482
4.65489528351859E+018,16.00961,14.7860775,17.488226,-0.091922867934085,04505873-7043384,13.081,10.991
4.65489569583542E+018,15.277545,14.144731,16.602785,-0.010059970821643,04504905-7041290,12.343,10.896
4.65489655482883E+018,14.873316,13.621653,16.647108,-0.190076143379314,04501171-7040582,11.735,10.465
4.6548968984262E+018,15.875744,14.706979,17.225897,0.030935726629952,04490673-7047443,12.987,11.77
4.65489765434042E+018,15.869849,14.858014,16.91799,0.012328329457414,04491300-7043530,13.389,12.267
4.65489985336362E+018,15.650675,14.347028,17.68075,-0.081110003916077,04492420-7037566,12.138,10.289
4.65490133083255E+018,14.73571,13.552049,16.249485,-0.026888842376356,04511803-7041374,11.921,10.716
4.65490215546621E+018,15.687787,14.377262,17.62093,-0.087225014025541,04510112-7037053,12.484,10.438
4.65490559144028E+018,15.745607,14.575734,17.122879,0.068019763554555,04504881-7027309,12.882,11.689
4.65490590067757E+018,15.456195,14.280213,16.953766,-0.142699614088954,04493831-7035509,12.708,11.131
4.65490709896411E+018,15.436012,14.231862,16.943813,-0.054565121841816,04484878-7031387,12.412,11.21
4.65490844329856E+018,16.091171,15.037336,17.154009,0.012186022968455,04501371-7027491,13.546,12.346
4.65490981768804E+018,15.682545,14.37435,17.59159,-0.161825033428998,04492318-7023500,12.366,11.08
4.65490988210088E+018,15.479948,14.370142,16.714516,-0.05401738459323,04493705-7023133,12.715,11.575
